Country,City,Region,Subregion,Customer,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Year,Month,Day
Canada,Toronto,AMER,NAMER,Tyson Foods,Consumer Products,SMB,SaaS Connector Pack,14.19,3.0,0.0,5.5341,2020,9,13
Canada,Toronto,AMER,NAMER,Tyson Foods,Consumer Products,SMB,Support,7.3,2.0,0.0,2.19,2020,9,13
Canada,Toronto,AMER,NAMER,Tyson Foods,Consumer Products,SMB,Data Smasher,199.98,2.0,0.0,75.9924,2020,9,13
Canada,Toronto,AMER,NAMER,Tyson Foods,Consumer Products,SMB,Data Smasher,144.96,4.0,0.0,60.8832,2020,9,13
Canada,Toronto,AMER,NAMER,Tyson Foods,Consumer Products,SMB,Data Smasher,118.0,2.0,0.0,20.06,2020,9,13
Canada,Toronto,AMER,NAMER,Tyson Foods,Consumer Products,SMB,Support,48.94,1.0,0.0,24.47,2020,9,13
Canada,Toronto,AMER,NAMER,Tyson Foods,Consumer Products,SMB,OneView,22.66,2.0,0.0,9.7438,2020,9,13
Australia,Sydney,APJ,ANZ,Nissan Motor,Transportation,Strategic,ContactMatcher,0.836,1.0,0.8,-1.3376,2022,6,22
Mexico,Guadalajara,AMER,LATAM,Bank of America Corp.,Finance,Strategic,Support,30.96,6.0,0.2,11.223,2022,9,4
Germany,Stuttgart,EMEA,EU-WEST,Walmart,Retail,SMB,Marketing Suite,723.92,5.0,0.2,-81.441,2023,11,26
Japan,Tokyo,APJ,JAPN,Kroger,Retail,SMB,SaaS Connector Pack,21.968,4.0,0.6,-15.9268,2021,5,12
Japan,Tokyo,APJ,JAPN,Kroger,Retail,SMB,Site Analytics,619.152,6.0,0.2,69.6546,2021,5,12
Japan,Tokyo,APJ,JAPN,Kroger,Retail,SMB,Support,127.904,7.0,0.2,41.5688,2021,5,12
United States,Burlington,AMER,NAMER,Intel,Tech,SMB,SaaS Connector Pack,94.2,5.0,0.0,39.564,2023,3,31
United States,Los Angeles,AMER,NAMER,Marathon Petroleum,Energy,Enterprise,Support,49.5,5.0,0.0,13.365,2022,11,18
France,Paris,EMEA,EU-WEST,BMW,Manufacturing,Strategic,ChatBot Plugin,16.52,5.0,0.2,1.652,2022,12,31
Canada,Toronto,AMER,NAMER,Daimler,Transportation,Enterprise,ContactMatcher,55.36,4.0,0.2,19.376,2022,12,23
Canada,Toronto,AMER,NAMER,Daimler,Transportation,Enterprise,Big Ol Database,11.56,1.0,0.2,3.757,2022,12,23
United States,New York City,AMER,NAMER,FedEx,Transportation,SMB,Support,17.12,4.0,0.0,7.704,2021,12,20
Mexico,Tijuana,AMER,LATAM,Morgan Stanley,Finance,SMB,SaaS Connector Pack,182.352,3.0,0.2,-18.2352,2020,12,27
Mexico,Tijuana,AMER,LATAM,Morgan Stanley,Finance,SMB,Marketing Suite - Gold,118.16,2.0,0.2,-25.109,2020,12,27
Australia,Melbourne,APJ,ANZ,Coca-Cola,Consumer Products,SMB,Storage,18.368,2.0,0.2,6.1992,2023,2,17
Australia,Melbourne,APJ,ANZ,Coca-Cola,Consumer Products,SMB,FinanceHub,600.558,3.0,0.3,-8.5794,2023,2,17
Australia,Melbourne,APJ,ANZ,Coca-Cola,Consumer Products,SMB,Marketing Suite - Gold,50.352,3.0,0.2,-8.1822,2023,2,17
Australia,Melbourne,APJ,ANZ,Coca-Cola,Consumer Products,SMB,ChatBot Plugin,28.032,6.0,0.2,3.504,2023,2,17
Australia,Melbourne,APJ,ANZ,Coca-Cola,Consumer Products,SMB,SaaS Connector Pack,7.692,1.0,0.6,-3.6537,2023,2,17
Japan,Aichi,APJ,JAPN,Pfizer,Healthcare,SMB,ContactMatcher,517.405,5.0,0.3,-81.3065,2023,10,25
Japan,Tokyo,APJ,JAPN,Kroger,Retail,Enterprise,ContactMatcher,8.608,8.0,0.8,-13.3424,2022,9,3
Japan,Tokyo,APJ,JAPN,Kroger,Retail,Enterprise,Data Smasher,159.56,5.0,0.2,33.9065,2022,9,3
Spain,Murcia,EMEA,EU-WEST,General Motors,Manufacturing,Strategic,OneView,2104.55,7.0,0.0,694.5015,2022,12,2
Spain,Murcia,EMEA,EU-WEST,General Motors,Manufacturing,Strategic,Support,40.7,5.0,0.0,11.803,2022,12,2
Spain,Seville,EMEA,EU-WEST,United Parcel Service,Transportation,Enterprise,Data Smasher,47.79,3.0,0.0,16.2486,2020,11,5
United States,Los Angeles,AMER,NAMER,Tesco,Retail,SMB,ChatBot Plugin,5.16,2.0,0.0,1.3416,2023,11,26
United States,Seattle,AMER,NAMER,Itochu,Finance,Enterprise,Data Smasher,21.21,7.0,0.0,4.4541,2022,12,17
United Kingdom,Bristol,EMEA,UKIR,Allstate,Finance,Strategic,Marketing Suite - Gold,96.36,6.0,0.0,25.0536,2023,11,15
United States,New York City,AMER,NAMER,Kroger,Retail,Strategic,Support,231.72,2.0,0.0,11.586,2022,6,27
United States,New York City,AMER,NAMER,Kroger,Retail,Strategic,Storage,17.9,5.0,0.0,8.95,2022,6,27
United States,New York City,AMER,NAMER,Kroger,Retail,Strategic,Support,12.48,2.0,0.0,5.616,2022,6,27
France,Paris,EMEA,EU-WEST,Panasonic,Tech,Strategic,ChatBot Plugin,8.016,3.0,0.2,1.1022,2020,12,26
Mexico,Guadalajara,AMER,LATAM,Engie,Energy,Strategic,Site Analytics,259.896,2.0,0.4,-56.3108,2022,8,15
Mexico,Guadalajara,AMER,LATAM,Engie,Energy,Strategic,Site Analytics,247.188,2.0,0.4,-49.4376,2022,8,15
Mexico,Guadalajara,AMER,LATAM,Engie,Energy,Strategic,Data Smasher,279.96,5.0,0.2,48.993,2022,8,15
United States,Los Angeles,AMER,NAMER,Daimler,Transportation,Enterprise,Data Smasher,450.0,5.0,0.0,162.0,2022,10,25
Brazil,São Paulo,AMER,LATAM,Trafigura Group,Finance,Enterprise,Support,19.44,3.0,0.0,9.5256,2020,8,23
United States,Los Angeles,AMER,NAMER,Royal Dutch Shell,Energy,Enterprise,ContactMatcher,300.904,1.0,0.2,11.2839,2023,9,16
South Africa,Johannesburg,EMEA,MEA,HSBC Holdings,Finance,Strategic,Site Analytics,239.976,3.0,0.2,26.9973,2023,6,16
South Africa,Johannesburg,EMEA,MEA,HSBC Holdings,Finance,Strategic,SaaS Connector Pack,31.168,4.0,0.2,9.3504,2023,6,16
South Africa,Johannesburg,EMEA,MEA,HSBC Holdings,Finance,Strategic,ContactMatcher,120.96,2.0,0.4,-28.224,2023,6,16
South Africa,Johannesburg,EMEA,MEA,HSBC Holdings,Finance,Strategic,Site Analytics,2239.936,8.0,0.2,223.9936,2023,6,16
South Africa,Johannesburg,EMEA,MEA,HSBC Holdings,Finance,Strategic,OneView,76.608,8.0,0.2,6.7032,2023,6,16
South Africa,Johannesburg,EMEA,MEA,HSBC Holdings,Finance,Strategic,Marketing Suite - Gold,142.776,1.0,0.2,17.847,2023,6,16
South Africa,Johannesburg,EMEA,MEA,HSBC Holdings,Finance,Strategic,Support,91.36,5.0,0.2,29.692,2023,6,16
France,Paris,EMEA,EU-WEST,Tyson Foods,Consumer Products,SMB,OneView,3.552,2.0,0.2,0.444,2021,3,1
Japan,Tokyo,APJ,JAPN,Allianz,Finance,SMB,Site Analytics,115.136,8.0,0.2,11.5136,2022,7,24
Israel,Jerusalem,EMEA,EU-EAST,Morgan Stanley,Finance,Enterprise,Storage,4.71,1.0,0.0,0.0,2020,10,1
United Kingdom,London,EMEA,UKIR,Mitsubishi,Manufacturing,Enterprise,FinanceHub,172.764,2.0,0.1,13.4372,2020,9,8
United Kingdom,London,EMEA,UKIR,Mitsubishi,Manufacturing,Enterprise,ChatBot Plugin,3.52,2.0,0.0,1.6896,2020,9,8
United States,New York City,AMER,NAMER,Bank of America Corp.,Finance,Strategic,Site Analytics,79.968,4.0,0.2,-17.9928,2020,11,16
United States,New York City,AMER,NAMER,Bank of America Corp.,Finance,Strategic,Marketing Suite,305.9745,3.0,0.15,25.1979,2020,11,16
United States,New York City,AMER,NAMER,Bank of America Corp.,Finance,Strategic,Marketing Suite - Gold,344.91,3.0,0.0,10.3473,2020,11,16
United States,Seattle,AMER,NAMER,Ford Motor,Manufacturing,SMB,ContactMatcher,626.352,3.0,0.2,-23.4882,2020,3,3
United States,Los Angeles,AMER,NAMER,Siemens,Manufacturing,SMB,Marketing Suite,359.499,3.0,0.15,-29.6058,2021,12,3
United States,Seattle,AMER,NAMER,PepsiCo,Consumer Products,Strategic,Site Analytics,71.952,6.0,0.2,5.3964,2023,7,12
United States,Seattle,AMER,NAMER,PepsiCo,Consumer Products,Strategic,ContactMatcher,29.8,5.0,0.2,9.3125,2023,7,12
Mexico,Mexico City,AMER,LATAM,Volkswagen,Manufacturing,Strategic,ContactMatcher,1.824,1.0,0.7,-1.3984,2023,11,17
Japan,Tokyo,APJ,JAPN,Exxon Mobil,Energy,Enterprise,OneView,64.384,4.0,0.8,-160.96,2022,6,13
Japan,Tokyo,APJ,JAPN,Exxon Mobil,Energy,Enterprise,SaaS Connector Pack,6.984,2.0,0.6,-4.5396,2022,6,13
Japan,Tokyo,APJ,JAPN,Exxon Mobil,Energy,Enterprise,ChatBot Plugin,11.264,8.0,0.2,3.9424,2022,6,13
Japan,Tokyo,APJ,JAPN,Exxon Mobil,Energy,Enterprise,Support,15.552,3.0,0.2,5.6376,2022,6,13
Japan,Tokyo,APJ,JAPN,Exxon Mobil,Energy,Enterprise,FinanceHub,379.372,2.0,0.3,-119.2312,2022,6,13
Japan,Tokyo,APJ,JAPN,Exxon Mobil,Energy,Enterprise,Marketing Suite - Gold,67.536,9.0,0.2,6.7536,2022,6,13
Japan,Tokyo,APJ,JAPN,Exxon Mobil,Energy,Enterprise,ContactMatcher,1.524,2.0,0.8,-2.667,2022,6,13
Germany,Hamburg,EMEA,EU-WEST,Intel,Tech,Enterprise,Support,37.408,7.0,0.2,13.0928,2022,12,30
Germany,Hamburg,EMEA,EU-WEST,Intel,Tech,Enterprise,Support,25.344,6.0,0.2,8.8704,2022,12,30
Canada,Toronto,AMER,NAMER,Ford Motor,Manufacturing,SMB,ChatBot Plugin,46.2,4.0,0.0,21.252,2023,3,19
South Africa,Johannesburg,EMEA,MEA,AT&T,Communications,Strategic,Data Smasher,4.728,3.0,0.2,0.7092,2021,12,27
South Africa,Johannesburg,EMEA,MEA,AT&T,Communications,Strategic,SaaS Connector Pack,53.352,3.0,0.2,16.0056,2021,12,27
South Africa,Johannesburg,EMEA,MEA,AT&T,Communications,Strategic,Marketing Suite,131.104,2.0,0.2,8.194,2021,12,27
South Africa,Johannesburg,EMEA,MEA,AT&T,Communications,Strategic,Marketing Suite - Gold,22.512,3.0,0.2,2.2512,2021,12,27
South Africa,Johannesburg,EMEA,MEA,AT&T,Communications,Strategic,Data Smasher,72.744,7.0,0.2,-12.7302,2021,12,27
Poland,Warsaw,EMEA,EU-WEST,Fannie Mae,Finance,Strategic,Support,52.59,3.0,0.0,15.777,2021,7,31
Canada,Toronto,AMER,NAMER,Allstate,Finance,Strategic,Support,19.44,3.0,0.0,9.3312,2023,6,28
Canada,Toronto,AMER,NAMER,Allstate,Finance,Strategic,SaaS Connector Pack,126.3,3.0,0.0,40.416,2023,6,28
Canada,Toronto,AMER,NAMER,Allstate,Finance,Strategic,Data Smasher,1287.45,5.0,0.0,244.6155,2023,6,28
United Kingdom,London,EMEA,UKIR,Bosch,Tech,Strategic,Marketing Suite - Gold,64.96,4.0,0.0,9.744,2020,2,8
Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,Tech,Strategic,Marketing Suite - Gold,535.41,3.0,0.0,160.623,2022,9,5
South Africa,Johannesburg,EMEA,MEA,Aetna,Healthcare,Strategic,ContactMatcher,8.1,5.0,0.7,-5.94,2023,4,7
France,Paris,EMEA,EU-WEST,Volkswagen,Manufacturing,SMB,ChatBot Plugin,13.248,4.0,0.2,3.6432,2023,12,9
France,Paris,EMEA,EU-WEST,Volkswagen,Manufacturing,SMB,Site Analytics,83.988,2.0,0.4,-20.997,2023,12,9
Czech Republic,Brno,EMEA,EU-EAST,Kroger,Retail,SMB,ChatBot Plugin,73.2,5.0,0.0,21.228,2022,7,25
India,Mumbai,APJ,IND,FedEx,Transportation,Enterprise,ContactMatcher,10.74,3.0,0.0,5.1552,2021,11,9
Belgium,Brussels,EMEA,EU-WEST,Banco Santander,Finance,SMB,SaaS Connector Pack,11.032,1.0,0.2,3.0338,2021,10,2
Belgium,Brussels,EMEA,EU-WEST,Banco Santander,Finance,SMB,Data Smasher,53.04,3.0,0.2,-4.641,2021,10,2
South Korea,Seoul,APJ,APAC,Pfizer,Healthcare,Enterprise,ChatBot Plugin,17.12,4.0,0.0,4.9648,2021,11,22
South Korea,Seoul,APJ,APAC,Pfizer,Healthcare,Enterprise,Support,59.94,3.0,0.0,28.1718,2021,11,22
United States,Seattle,AMER,NAMER,BNP Paribas,Finance,Strategic,SaaS Connector Pack,210.58,2.0,0.0,12.6348,2023,2,3
United States,Seattle,AMER,NAMER,BNP Paribas,Finance,Strategic,ContactMatcher,30.96,2.0,0.2,10.062,2023,2,3
United States,Seattle,AMER,NAMER,BNP Paribas,Finance,Strategic,Big Ol Database,239.984,2.0,0.2,38.9974,2023,2,3
United Kingdom,London,EMEA,UKIR,CVS Health,Retail,SMB,ContactMatcher,3050.376,3.0,0.2,1143.891,2021,6,16
United Kingdom,London,EMEA,UKIR,CVS Health,Retail,SMB,Site Analytics,133.98,2.0,0.0,33.495,2021,6,16
Germany,Munich,EMEA,EU-WEST,Philip Morris International,Consumer Products,Enterprise,Support,93.248,4.0,0.2,31.4712,2022,5,6
Germany,Munich,EMEA,EU-WEST,Philip Morris International,Consumer Products,Enterprise,Site Analytics,177.48,3.0,0.2,19.9665,2022,5,6
Mexico,Cancun,AMER,LATAM,Walmart,Retail,SMB,FinanceHub,17.712,6.0,0.2,5.9778,2023,9,10
Mexico,Cancun,AMER,LATAM,Walmart,Retail,SMB,ContactMatcher,4.86,3.0,0.7,-3.564,2023,9,10
Mexico,Cancun,AMER,LATAM,Walmart,Retail,SMB,ContactMatcher,6.258,2.0,0.7,-5.215,2023,9,10
China,Guangzhou,APJ,APAC,Samsung Electronics,Tech,Strategic,OneView,37.68,2.0,0.0,10.5504,2022,7,23
China,Guangzhou,APJ,APAC,Samsung Electronics,Tech,Strategic,Support,51.84,8.0,0.0,24.8832,2022,7,23
China,Guangzhou,APJ,APAC,Samsung Electronics,Tech,Strategic,SaaS Connector Pack,27.42,3.0,0.0,9.3228,2022,7,23
China,Guangzhou,APJ,APAC,Samsung Electronics,Tech,Strategic,ContactMatcher,5.4,3.0,0.0,2.592,2022,7,23
Finland,Helsinki,EMEA,NOR,Cisco Systems,Tech,Enterprise,ContactMatcher,1270.99,1.0,0.0,635.495,2022,1,31
Finland,Helsinki,EMEA,NOR,Cisco Systems,Tech,Enterprise,SaaS Connector Pack - Gold,125.36,8.0,0.0,58.9192,2022,1,31
United States,Houston,AMER,NAMER,Apple,Tech,SMB,Marketing Suite - Gold,14.03,1.0,0.0,4.0687,2022,12,30
United States,Houston,AMER,NAMER,Apple,Tech,SMB,Support,27.96,2.0,0.0,7.2696,2022,12,30
Japan,Saitama,APJ,JAPN,American Express,Finance,Strategic,ChatBot Plugin,5.344,2.0,0.2,0.7348,2021,11,21
Japan,Saitama,APJ,JAPN,American Express,Finance,Strategic,ContactMatcher,1.696,2.0,0.8,-2.544,2021,11,21
Japan,Saitama,APJ,JAPN,American Express,Finance,Strategic,OneView,24.588,3.0,0.8,-67.617,2021,11,21
Japan,Saitama,APJ,JAPN,American Express,Finance,Strategic,ContactMatcher,7.98,5.0,0.8,-13.167,2021,11,21
Mexico,Mexico City,AMER,LATAM,Allianz,Finance,SMB,Data Smasher,288.0,4.0,0.2,57.6,2021,10,5
Russia,St Petersburg,EMEA,EU-EAST,Kroger,Retail,Enterprise,Site Analytics,146.952,3.0,0.2,9.1845,2022,9,13
Russia,St Petersburg,EMEA,EU-EAST,Kroger,Retail,Enterprise,FinanceHub,83.136,4.0,0.2,5.196,2022,9,13
Sweden,Stockholm,EMEA,NOR,Valero Energy,Energy,Strategic,OneView,942.784,4.0,0.2,94.2784,2023,9,15
Sweden,Stockholm,EMEA,NOR,Valero Energy,Energy,Strategic,Support,74.352,3.0,0.2,23.235,2023,9,15
United Kingdom,London,EMEA,UKIR,Citigroup,Finance,Enterprise,OneView,26.88,6.0,0.0,6.72,2021,2,23
United Kingdom,London,EMEA,UKIR,Citigroup,Finance,Enterprise,ContactMatcher,10.896,2.0,0.2,3.8136,2021,2,23
Australia,Sydney,APJ,ANZ,Caterpillar,Manufacturing,Enterprise,ChatBot Plugin,3.536,2.0,0.2,0.3094,2022,12,6
Japan,Kanagawa,APJ,JAPN,Carrefour,Retail,Strategic,FinanceHub,528.43,5.0,0.3,0.0,2022,7,3
Japan,Kanagawa,APJ,JAPN,Carrefour,Retail,Strategic,Support,41.472,8.0,0.2,14.5152,2022,7,3
United Kingdom,London,EMEA,UKIR,Mitsubishi,Manufacturing,Strategic,Marketing Suite,287.976,3.0,0.2,7.1994,2023,12,14
Belgium,Brussels,EMEA,EU-WEST,Daimler,Transportation,SMB,Marketing Suite - Gold,29.304,3.0,0.2,2.5641,2021,3,20
Japan,Tokyo,APJ,JAPN,Huawei,Tech,Strategic,ChatBot Plugin,55.328,2.0,0.2,6.2244,2021,3,1
Japan,Tokyo,APJ,JAPN,Huawei,Tech,Strategic,Marketing Suite,1227.9984,6.0,0.32,-36.1176,2021,3,1
Taiwan,Taipei,APJ,APAC,Bank of America Corp.,Finance,Strategic,ContactMatcher,20.416,4.0,0.2,6.6352,2022,9,16
Taiwan,Taipei,APJ,APAC,Bank of America Corp.,Finance,Strategic,ContactMatcher,1128.39,3.0,0.0,259.5297,2022,9,16
South Africa,Johannesburg,EMEA,MEA,Caterpillar,Manufacturing,Enterprise,FinanceHub,4.608,2.0,0.2,1.6704,2023,3,18
Chile,Santiago,AMER,LATAM,Lukoil,Energy,Strategic,Site Analytics,195.96,5.0,0.2,19.596,2023,5,29
Chile,Santiago,AMER,LATAM,Lukoil,Energy,Strategic,Support,15.552,3.0,0.2,5.4432,2023,5,29
Chile,Santiago,AMER,LATAM,Lukoil,Energy,Strategic,Data Smasher,271.968,4.0,0.2,54.3936,2023,5,29
Sweden,Gothenburg,EMEA,NOR,AmerisourceBergen,Healthcare,SMB,FinanceHub,698.352,3.0,0.2,52.3764,2023,6,16
Sweden,Gothenburg,EMEA,NOR,AmerisourceBergen,Healthcare,SMB,Marketing Suite,77.728,2.0,0.2,-3.8864,2023,6,16
Spain,Murcia,EMEA,EU-WEST,Enel,Energy,Strategic,ContactMatcher,46.62,9.0,0.0,21.4452,2021,9,6
Japan,Tokyo,APJ,JAPN,J.P. Morgan Chase & Co.,Finance,SMB,Site Analytics,537.544,7.0,0.2,47.0351,2023,3,19
United States,New York City,AMER,NAMER,Mitsubishi,Manufacturing,Strategic,FinanceHub,14.62,2.0,0.0,6.8714,2020,12,19
United States,New York City,AMER,NAMER,Mitsubishi,Manufacturing,Strategic,Storage,22.55,5.0,0.0,8.7945,2020,12,19
United States,New York City,AMER,NAMER,Mitsubishi,Manufacturing,Strategic,Site Analytics,583.8,5.0,0.2,72.975,2020,12,19
United States,New York City,AMER,NAMER,Mitsubishi,Manufacturing,Strategic,Site Analytics,211.168,4.0,0.2,15.8376,2020,12,19
Turkey,Istanbul,EMEA,MEA,Volkswagen,Manufacturing,SMB,Support,12.96,2.0,0.0,6.2208,2022,7,8
Turkey,Istanbul,EMEA,MEA,Volkswagen,Manufacturing,SMB,ChatBot Plugin,45.98,2.0,0.0,12.8744,2022,7,8
Egypt,Cairo,EMEA,MEA,BMW,Manufacturing,Enterprise,Site Analytics,1294.75,5.0,0.0,336.635,2022,4,7
France,Paris,EMEA,EU-WEST,Ford Motor,Manufacturing,SMB,Alchemy,1799.97,5.0,0.4,239.996,2020,5,8
Australia,Sydney,APJ,ANZ,Bosch,Tech,Strategic,Support,10.688,2.0,0.2,3.7408,2023,11,24
Singapore,Singapore,APJ,APAC,Allstate,Finance,SMB,Site Analytics,221.98,2.0,0.0,62.1544,2022,11,11
Singapore,Singapore,APJ,APAC,Allstate,Finance,SMB,Marketing Suite,341.96,2.0,0.0,54.7136,2022,11,11
United Kingdom,London,EMEA,UKIR,Abbott Laboratories,Healthcare,Strategic,Data Smasher,34.77,3.0,0.0,11.4741,2020,12,31
United Kingdom,London,EMEA,UKIR,Abbott Laboratories,Healthcare,Strategic,FinanceHub,18.9,3.0,0.0,8.694,2020,12,31
Turkey,Istanbul,EMEA,MEA,Verizon Communications,Communications,SMB,ContactMatcher,102.72,3.0,0.2,37.236,2023,8,20
United Kingdom,Birmingham,EMEA,UKIR,Walt Disney,Communications,Strategic,SaaS Connector Pack,40.48,2.0,0.0,14.5728,2022,9,13
France,Paris,EMEA,EU-WEST,Prudential Financial,Finance,SMB,ContactMatcher,33.282,3.0,0.7,-27.735,2023,10,27
France,Paris,EMEA,EU-WEST,Prudential Financial,Finance,SMB,Site Analytics,118.65,5.0,0.4,19.775,2023,10,27
France,Paris,EMEA,EU-WEST,Prudential Financial,Finance,SMB,FinanceHub,14.76,5.0,0.2,4.9815,2023,10,27
United States,New York City,AMER,NAMER,Sony,Tech,Strategic,Support,37.52,4.0,0.0,18.0096,2023,5,31
Brazil,Rio de Janeiro,AMER,LATAM,Engie,Energy,Strategic,OneView,207.144,3.0,0.1,48.3336,2022,3,9
Brazil,Rio de Janeiro,AMER,LATAM,Engie,Energy,Strategic,ChatBot Plugin,13.9,5.0,0.0,3.753,2022,3,9
Chile,Santiago,AMER,LATAM,HSBC Holdings,Finance,Strategic,FinanceHub,266.352,3.0,0.2,13.3176,2021,7,26
Philippines,Quezon City,APJ,APAC,Siemens,Manufacturing,SMB,Site Analytics,307.98,2.0,0.0,89.3142,2021,11,23
Philippines,Quezon City,APJ,APAC,Siemens,Manufacturing,SMB,Support,44.1,6.0,0.0,20.727,2021,11,23
Philippines,Quezon City,APJ,APAC,Siemens,Manufacturing,SMB,ChatBot Plugin,13.12,4.0,0.0,5.6416,2021,11,23
Philippines,Quezon City,APJ,APAC,Siemens,Manufacturing,SMB,SaaS Connector Pack - Gold,16.56,2.0,0.0,7.7832,2021,11,23
Philippines,Quezon City,APJ,APAC,Siemens,Manufacturing,SMB,Support,38.88,6.0,0.0,18.6624,2021,11,23
Japan,Chiba,APJ,JAPN,Sony,Tech,SMB,Support,335.52,4.0,0.2,117.432,2021,11,28
Germany,Nuremberg,EMEA,EU-WEST,Trafigura Group,Finance,SMB,Alchemy,959.984,2.0,0.2,311.9948,2023,11,4
Germany,Nuremberg,EMEA,EU-WEST,Trafigura Group,Finance,SMB,ContactMatcher,4.086,2.0,0.7,-2.9964,2023,11,4
Germany,Nuremberg,EMEA,EU-WEST,Trafigura Group,Finance,SMB,ChatBot Plugin,55.984,2.0,0.2,4.1988,2023,11,4
Germany,Nuremberg,EMEA,EU-WEST,Trafigura Group,Finance,SMB,Support,10.688,2.0,0.2,3.7408,2023,11,4
France,Lyon,EMEA,EU-WEST,Aviva,Finance,SMB,SaaS Connector Pack - Gold,8.856,3.0,0.2,2.8782,2023,3,22
France,Paris,EMEA,EU-WEST,BMW,Manufacturing,SMB,FinanceHub,6.912,3.0,0.2,2.5056,2021,12,19
Japan,Tokyo,APJ,JAPN,ConocoPhillips,Energy,SMB,Support,26.72,5.0,0.2,9.352,2020,4,2
Japan,Tokyo,APJ,JAPN,ConocoPhillips,Energy,SMB,Support,33.488,7.0,0.2,10.465,2020,4,2
Poland,Krakow,EMEA,EU-WEST,American Express,Finance,Strategic,Support,10.56,2.0,0.0,4.752,2021,6,5
India,Delhi,APJ,IND,Bosch,Tech,Strategic,Marketing Suite - Gold,386.34,2.0,0.0,54.0876,2020,10,6
Canada,Toronto,AMER,NAMER,Nestle,Consumer Products,Strategic,ContactMatcher,33.44,10.0,0.2,11.704,2022,8,22
Spain,Zaragoza,EMEA,EU-WEST,Sony,Tech,Enterprise,SaaS Connector Pack,39.96,2.0,0.0,14.3856,2021,11,15
United Kingdom,Liverpool,EMEA,UKIR,Pemex,Energy,SMB,ContactMatcher,1217.568,2.0,0.2,456.588,2021,6,22
Finland,Vantaa,EMEA,NOR,Allstate,Finance,Enterprise,Marketing Suite - Gold,15.51,1.0,0.0,3.8775,2023,9,25
Finland,Vantaa,EMEA,NOR,Allstate,Finance,Enterprise,Site Analytics,89.9,2.0,0.0,25.172,2023,9,25
Finland,Vantaa,EMEA,NOR,Allstate,Finance,Enterprise,ChatBot Plugin,14.28,4.0,0.0,3.7128,2023,9,25
Finland,Vantaa,EMEA,NOR,Allstate,Finance,Enterprise,ChatBot Plugin,12.72,3.0,0.0,4.9608,2023,9,25
Finland,Vantaa,EMEA,NOR,Allstate,Finance,Enterprise,FinanceHub,15.75,5.0,0.0,7.56,2023,9,25
United States,New York City,AMER,NAMER,CVS Health,Retail,Strategic,ChatBot Plugin,70.95,3.0,0.0,18.447,2020,4,6
United States,New York City,AMER,NAMER,CVS Health,Retail,Strategic,ContactMatcher,65.568,2.0,0.2,23.7684,2020,4,6
United States,New York City,AMER,NAMER,CVS Health,Retail,Strategic,Data Smasher,299.97,3.0,0.0,131.9868,2020,4,6
United States,Los Angeles,AMER,NAMER,Walmart,Retail,Strategic,Data Smasher,89.97,3.0,0.0,39.5868,2022,2,9
United States,Los Angeles,AMER,NAMER,Walmart,Retail,Strategic,Data Smasher,31.86,2.0,0.0,11.151,2022,2,9
Luxembourg,Luxembourg,EMEA,EU-WEST,Itochu,Finance,Strategic,Marketing Suite - Gold,67.15,5.0,0.0,16.7875,2020,11,18
Mexico,Mexico City,AMER,LATAM,Mondelez International,Consumer Products,SMB,ContactMatcher,7.236,3.0,0.7,-6.03,2023,12,19
Mexico,Mexico City,AMER,LATAM,Mondelez International,Consumer Products,SMB,Storage,4.824,3.0,0.2,1.7487,2023,12,19
Mexico,Mexico City,AMER,LATAM,Mondelez International,Consumer Products,SMB,Support,91.36,5.0,0.2,29.692,2023,12,19
Mexico,Mexico City,AMER,LATAM,Mondelez International,Consumer Products,SMB,OneView,130.112,2.0,0.2,13.0112,2023,12,19
Sweden,Stockholm,EMEA,NOR,United Parcel Service,Transportation,Strategic,Site Analytics,74.24,1.0,0.2,8.352,2021,7,2
Sweden,Stockholm,EMEA,NOR,United Parcel Service,Transportation,Strategic,SaaS Connector Pack,159.84,10.0,0.2,45.954,2021,7,2
Sweden,Stockholm,EMEA,NOR,United Parcel Service,Transportation,Strategic,ContactMatcher,2.892,2.0,0.7,-2.3136,2021,7,2
Sweden,Stockholm,EMEA,NOR,United Parcel Service,Transportation,Strategic,Support,9.392,2.0,0.2,3.2872,2021,7,2
United Kingdom,London,EMEA,UKIR,Verizon Communications,Communications,SMB,Support,123.92,4.0,0.0,55.764,2020,10,8
France,Paris,EMEA,EU-WEST,Apple,Tech,SMB,Support,55.6,5.0,0.2,6.255,2021,9,22
France,Paris,EMEA,EU-WEST,Apple,Tech,SMB,Data Smasher,617.976,3.0,0.2,-7.7247,2021,9,22
Taiwan,Taipei,APJ,APAC,McKesson,Consumer Products,Strategic,ContactMatcher,21.312,3.0,0.2,7.992,2023,12,25
United States,Houston,AMER,NAMER,PepsiCo,Consumer Products,Strategic,Data Smasher,209.94,6.0,0.0,39.8886,2023,10,14
United States,Houston,AMER,NAMER,PepsiCo,Consumer Products,Strategic,Site Analytics,31.984,2.0,0.2,-7.996,2023,10,14
United States,Houston,AMER,NAMER,PepsiCo,Consumer Products,Strategic,ContactMatcher,5083.96,5.0,0.2,1906.485,2023,10,14
Sweden,Stockholm,EMEA,NOR,Phillips 66,Energy,Enterprise,Site Analytics,35.96,1.0,0.2,3.596,2023,8,21
